1872.000000,2313.000000,2342.000000,2337.000000,2475.000000,2355.000000
1866.000000,2314.000000,2345.000000,2349.000000,2491.000000,2357.000000
1863.000000,2311.000000,2336.000000,2341.000000,2507.000000,2357.000000
1869.000000,2313.000000,2330.000000,2339.000000,2524.000000,2357.000000
1858.000000,2313.000000,2325.000000,2341.000000,2532.000000,2354.000000
1869.000000,2312.000000,2324.000000,2338.000000,2552.000000,2356.000000
1871.000000,2312.000000,2324.000000,2339.000000,2567.000000,2355.000000
1878.000000,2309.000000,2313.000000,2341.000000,2582.000000,2357.000000
1884.000000,2315.000000,2308.000000,2340.000000,2598.000000,2356.000000
1882.000000,2311.000000,2294.000000,2337.000000,2604.000000,2360.000000
1887.000000,2313.000000,2290.000000,2340.000000,2607.000000,2359.000000
1900.000000,2313.000000,2286.000000,2342.000000,2624.000000,2358.000000
1906.000000,2316.000000,2277.000000,2342.000000,2631.000000,2358.000000
1913.000000,2310.000000,2269.000000,2337.000000,2644.000000,2358.000000
1926.000000,2311.000000,2266.000000,2338.000000,2651.000000,2358.000000
1937.000000,2311.000000,2258.000000,2339.000000,2651.000000,2351.000000
1951.000000,2311.000000,2253.000000,2337.000000,2666.000000,2356.000000
1962.000000,2310.000000,2249.000000,2340.000000,2670.000000,2355.000000
1974.000000,2312.000000,2238.000000,2338.000000,2675.000000,2355.000000
1989.000000,2310.000000,2234.000000,2341.000000,2681.000000,2356.000000
2014.000000,2320.000000,2235.000000,2340.000000,2678.000000,2351.000000
2025.000000,2314.000000,2226.000000,2340.000000,2690.000000,2362.000000
2042.000000,2318.000000,2227.000000,2343.000000,2677.000000,2357.000000
2055.000000,2311.000000,2206.000000,2339.000000,2687.000000,2357.000000
2079.000000,2319.000000,2206.000000,2340.000000,2687.000000,2363.000000
2088.000000,2313.000000,2207.000000,2340.000000,2683.000000,2359.000000
2103.000000,2316.000000,2204.000000,2348.000000,2686.000000,2359.000000
2126.000000,2314.000000,2203.000000,2342.000000,2679.000000,2359.000000
2145.000000,2317.000000,2195.000000,2346.000000,2673.000000,2359.000000
2165.000000,2312.000000,2201.000000,2337.000000,2665.000000,2357.000000
2182.000000,2309.000000,2197.000000,2338.000000,2664.000000,2356.000000
2197.000000,2310.000000,2191.000000,2339.000000,2652.000000,2356.000000
2219.000000,2312.000000,2194.000000,2340.000000,2644.000000,2356.000000
2235.000000,2315.000000,2194.000000,2338.000000,2636.000000,2354.000000
2258.000000,2313.000000,2183.000000,2339.000000,2623.000000,2356.000000
2274.000000,2312.000000,2183.000000,2339.000000,2611.000000,2358.000000
2290.000000,2309.000000,2181.000000,2341.000000,2598.000000,2358.000000
2309.000000,2311.000000,2185.000000,2339.000000,2590.000000,2356.000000
2327.000000,2313.000000,2186.000000,2341.000000,2584.000000,2356.000000
2356.000000,2310.000000,2194.000000,2340.000000,2574.000000,2358.000000
2376.000000,2310.000000,2195.000000,2340.000000,2565.000000,2357.000000
2391.000000,2311.000000,2188.000000,2343.000000,2540.000000,2358.000000
2413.000000,2315.000000,2189.000000,2340.000000,2533.000000,2361.000000
2423.000000,2312.000000,2171.000000,2343.000000,2517.000000,2356.000000
2449.000000,2311.000000,2186.000000,2334.000000,2493.000000,2356.000000
2461.000000,2309.000000,2191.000000,2339.000000,2481.000000,2357.000000
2479.000000,2311.000000,2194.000000,2339.000000,2476.000000,2356.000000
2498.000000,2320.000000,2194.000000,2346.000000,2440.000000,2355.000000
2515.000000,2319.000000,2200.000000,2342.000000,2445.000000,2364.000000
2525.000000,2312.000000,2187.000000,2340.000000,2407.000000,2356.000000
2529.000000,2314.000000,2181.000000,2340.000000,2387.000000,2359.000000
2554.000000,2312.000000,2199.000000,2339.000000,2372.000000,2357.000000
2562.000000,2312.000000,2194.000000,2340.000000,2364.000000,2356.000000
2577.000000,2313.000000,2196.000000,2340.000000,2342.000000,2358.000000
2579.000000,2312.000000,2199.000000,2341.000000,2314.000000,2359.000000
2597.000000,2313.000000,2189.000000,2340.000000,2302.000000,2358.000000
2608.000000,2316.000000,2202.000000,2341.000000,2292.000000,2356.000000
2613.000000,2312.000000,2205.000000,2340.000000,2260.000000,2359.000000
2610.000000,2311.000000,2207.000000,2350.000000,2212.000000,2356.000000
2618.000000,2313.000000,2208.000000,2339.000000,2199.000000,2359.000000
2624.000000,2312.000000,2209.000000,2338.000000,2186.000000,2355.000000
2631.000000,2311.000000,2212.000000,2337.000000,2172.000000,2357.000000
2626.000000,2314.000000,2229.000000,2334.000000,2144.000000,2357.000000
